"visitType","trapFunctioning","fishProcessed","rpmRevolutionsAtStart","rpmRevolutionsAtEnd","counterAtEnd","visitTime","siteName","subSiteName","trapVisitID","includeCatch","projectDescriptionID","discharge","waterVel","waterTemp","turbidity"
"Unplanned restart","Trap stopped functioning","Processed fish",NA,NA,NA,2022-04-02 08:30:57,"Parrott-Phelan canal trap box","canal trap box",1885,"Yes",11,290,NA,10,NA
"Continue trapping","Trap functioning but not normally","Processed fish",NA,NA,NA,2022-04-03 09:00:02,"Parrott-Phelan canal trap box","canal trap box",1886,"Yes",11,282,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.45,2.35,3067,2022-04-02 09:30:53,"Parrot-Phelan RST","PP RST",1887,"Yes",11,282,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.35,2.3,4480,2022-04-03 10:15:00,"Parrot-Phelan RST","PP RST",1888,"Yes",11,282,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.05,1.75,2763,2022-01-30 15:15:53,"Coleman National Fish Hatchery",NA,1889,"Yes",11,NA,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-01-30 14:00:38,"Parrott-Phelan canal trap box","canal trap box",1890,"Yes",11,274,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",2.05,1.75,2763,2022-01-30 15:15:53,"Parrot-Phelan RST","PP RST",1891,"Yes",11,270,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-04 08:30:28,"Parrott-Phelan canal trap box","canal trap box",1892,"Yes",11,266,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.3,2623,2022-04-04 10:00:15,"Parrot-Phelan RST","PP RST",1893,"Yes",11,266,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.55,2.25,4466,2022-04-05 10:15:09,"Parrot-Phelan RST","PP RST",1894,"Yes",11,259,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-05 09:00:38,"Parrott-Phelan canal trap box","canal trap box",1895,"Yes",11,259,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",1.95,2.1,2606,2022-04-06 09:30:19,"Parrot-Phelan RST","PP RST",1896,"Yes",11,252,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-06 08:30:18,"Parrott-Phelan canal trap box","canal trap box",1897,"Yes",11,255,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-07 08:30:04,"Parrott-Phelan canal trap box","canal trap box",1898,"Yes",11,244,NA,10.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.45,4585,2022-04-07 09:30:54,"Parrot-Phelan RST","PP RST",1899,"Yes",11,244,NA,10.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-08 08:30:22,"Parrott-Phelan canal trap box","canal trap box",1900,"Yes",11,234,NA,12,NA
"Continue trapping","Trap functioning but not normally","Processed fish",2.35,2.35,3168,2022-04-08 09:45:45,"Parrot-Phelan RST","PP RST",1901,"Yes",11,248,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-09 08:30:31,"Parrott-Phelan canal trap box","canal trap box",1902,"Yes",11,237,NA,11,NA
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,4162,2022-04-09 09:30:43,"Parrot-Phelan RST","PP RST",1903,"Yes",11,255,NA,11,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.45,2634,2022-04-10 11:00:52,"Parrot-Phelan RST","PP RST",1904,"Yes",11,237,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-10 09:30:44,"Parrott-Phelan canal trap box","canal trap box",1905,"Yes",11,234,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-11 08:30:26,"Parrott-Phelan canal trap box","canal trap box",1906,"Yes",11,227,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.55,2.5,2946,2022-04-11 09:00:25,"Parrot-Phelan RST","PP RST",1907,"Yes",11,234,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-12 08:45:04,"Parrott-Phelan canal trap box","canal trap box",1908,"Yes",11,248,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.4,3525,2022-04-12 10:15:45,"Parrot-Phelan RST","PP RST",1909,"Yes",11,248,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-13 08:15:29,"Parrott-Phelan canal trap box","canal trap box",1910,"Yes",11,200,NA,8.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.4,2.5,2930,2022-04-13 09:45:30,"Parrot-Phelan RST","PP RST",1911,"Yes",11,206,NA,8.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-14 08:30:36,"Parrott-Phelan canal trap box","canal trap box",1912,"Yes",11,223,NA,8.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.05,2.1,3368,2022-04-14 09:00:34,"Parrot-Phelan RST","PP RST",1913,"Yes",11,227,NA,8.5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.65,1.45,2802,2022-04-15 09:30:46,"Parrot-Phelan RST","PP RST",1914,"Yes",11,343,NA,9,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-15 08:30:31,"Parrott-Phelan canal trap box","canal trap box",1915,"Yes",11,343,NA,9,NA
"Continue trapping","Trap functioning normally","Processed fish",1.45,1.45,2091,2022-04-16 09:30:44,"Parrot-Phelan RST","PP RST",1916,"Yes",11,373,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-16 08:30:07,"Parrott-Phelan canal trap box","canal trap box",1917,"Yes",11,347,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",1,0.95,1722,2022-04-17 09:15:12,"Parrot-Phelan RST","PP RST",1918,"Yes",11,473,NA,9,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-17 08:30:01,"Parrott-Phelan canal trap box","canal trap box",1919,"Yes",11,483,NA,9,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-18 08:15:12,"Parrott-Phelan canal trap box","canal trap box",1920,"Yes",11,373,NA,9.5,NA
"Continue trapping","Trap functioning normally","Processed fish",0.95,0.95,1408,2022-04-18 09:30:08,"Parrot-Phelan RST","PP RST",1921,"Yes",11,365,NA,9.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-19 08:30:32,"Parrott-Phelan canal trap box","canal trap box",1922,"Yes",11,494,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",0.95,0.9,1506,2022-04-19 09:00:18,"Parrot-Phelan RST","PP RST",1923,"Yes",11,494,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-20 08:45:06,"Parrott-Phelan canal trap box","canal trap box",1924,"Yes",11,434,NA,11,NA
"Continue trapping","Trap functioning normally","Processed fish",0.8,0.8,1586,2022-04-20 09:30:17,"Parrot-Phelan RST","PP RST",1925,"Yes",11,429,NA,11,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-21 09:15:00,"Parrott-Phelan canal trap box","canal trap box",1926,"Yes",11,697,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",1.9,2.45,1672,2022-04-21 09:45:07,"Parrot-Phelan RST","PP RST",1927,"Yes",11,697,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-22 08:45:58,"Parrott-Phelan canal trap box","canal trap box",1928,"Yes",11,585,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",1.75,1.95,3821,2022-04-22 09:45:45,"Parrot-Phelan RST","PP RST",1929,"Yes",11,574,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.05,1.8,2840,2022-04-23 09:30:39,"Parrot-Phelan RST","PP RST",1930,"Yes",11,488,NA,9.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-23 08:45:50,"Parrott-Phelan canal trap box","canal trap box",1931,"Yes",11,488,NA,9.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-24 08:30:08,"Parrott-Phelan canal trap box","canal trap box",1932,"Yes",11,448,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",1.65,1.6,2732,2022-04-24 10:00:23,"Parrot-Phelan RST","PP RST",1933,"Yes",11,434,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.1,2,2727,2022-04-25 10:00:18,"Parrot-Phelan RST","PP RST",1934,"Yes",11,405,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-25 09:00:20,"Parrott-Phelan canal trap box","canal trap box",1935,"Yes",11,405,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-26 08:45:47,"Parrott-Phelan canal trap box","canal trap box",1936,"Yes",11,410,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",1.9,1.9,2712,2022-04-26 09:45:20,"Parrot-Phelan RST","PP RST",1937,"Yes",11,419,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-27 09:30:34,"Parrott-Phelan canal trap box","canal trap box",1938,"Yes",11,401,NA,13.5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.65,2908,2022-04-27 11:00:11,"Parrot-Phelan RST","PP RST",1939,"Yes",11,396,NA,13.5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.85,1.8,2687,2022-04-28 10:15:11,"Parrot-Phelan RST","PP RST",1940,"Yes",11,373,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-28 09:00:12,"Parrott-Phelan canal trap box","canal trap box",1941,"Yes",11,373,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.1,2758,2022-04-29 09:00:58,"Parrot-Phelan RST","PP RST",1942,"Yes",11,343,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-29 08:30:13,"Parrott-Phelan canal trap box","canal trap box",1943,"Yes",11,343,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",2.35,2.35,3153,2022-04-30 09:45:08,"Parrot-Phelan RST","PP RST",1944,"Yes",11,322,NA,51.4,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.3,3103,2022-05-01 09:15:50,"Parrot-Phelan RST","PP RST",1945,"Yes",11,314,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-04-30 09:00:53,"Parrott-Phelan canal trap box","canal trap box",1946,"Yes",11,322,NA,51.4,0.99
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-01 08:30:19,"Parrott-Phelan canal trap box","canal trap box",1947,"Yes",11,322,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.05,3540,2022-05-02 10:30:16,"Parrot-Phelan RST","PP RST",1948,"Yes",11,318,NA,58.7,5.3
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.65,3560,2022-05-03 10:00:27,"Parrot-Phelan RST","PP RST",1949,"Yes",11,216,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-02 08:45:18,"Parrott-Phelan canal trap box","canal trap box",1950,"Yes",11,301,NA,58.7,5.3
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-03 08:30:20,"Parrott-Phelan canal trap box","canal trap box",1951,"Yes",11,220,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-04 08:45:28,"Parrott-Phelan canal trap box","canal trap box",1952,"Yes",11,206,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.15,2.1,3744,2022-05-04 10:00:34,"Parrot-Phelan RST","PP RST",1953,"Yes",11,206,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.15,2.2,3781,2022-05-05 09:45:30,"Parrot-Phelan RST","PP RST",1954,"Yes",11,200,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-05 08:30:29,"Parrott-Phelan canal trap box","canal trap box",1955,"Yes",11,200,NA,14,NA
"Unplanned restart","Trap stopped functioning","Processed fish",NA,NA,NA,2022-05-06 08:30:25,"Parrott-Phelan canal trap box","canal trap box",1956,"Yes",11,193,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.15,2.25,3744,2022-05-06 09:15:57,"Parrot-Phelan RST","PP RST",1957,"Yes",11,197,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.15,2.5,4087,2022-05-07 10:30:20,"Parrot-Phelan RST","PP RST",1958,"Yes",11,193,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-07 09:00:31,"Parrott-Phelan canal trap box","canal trap box",1959,"Yes",11,193,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.55,2.6,3704,2022-05-08 09:45:37,"Parrot-Phelan RST","PP RST",1960,"Yes",11,193,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-08 08:30:29,"Parrott-Phelan canal trap box","canal trap box",1961,"Yes",11,193,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-09 09:45:55,"Parrott-Phelan canal trap box","canal trap box",1962,"Yes",11,190,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",2,2.5,3165,2022-05-09 10:45:44,"Parrot-Phelan RST","PP RST",1963,"No",11,193,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-10 09:00:05,"Parrott-Phelan canal trap box","canal trap box",1964,"Yes",11,203,NA,10.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.4,4251,2022-05-10 09:45:17,"Parrot-Phelan RST","PP RST",1965,"Yes",11,203,NA,10.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-11 08:45:26,"Parrott-Phelan canal trap box","canal trap box",1966,"Yes",11,197,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.55,3547,2022-05-11 09:15:16,"Parrot-Phelan RST","PP RST",1967,"Yes",11,197,NA,10,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-12 08:45:44,"Parrott-Phelan canal trap box","canal trap box",1968,"Yes",11,193,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",2.15,2.6,3753,2022-05-12 09:30:16,"Parrot-Phelan RST","PP RST",1969,"Yes",11,193,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-13 08:45:24,"Parrott-Phelan canal trap box","canal trap box",1970,"Yes",11,187,NA,11,NA
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.8,3787,2022-05-13 09:15:06,"Parrot-Phelan RST","PP RST",1971,"Yes",11,187,NA,11,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-14 08:45:31,"Parrott-Phelan canal trap box","canal trap box",1972,"Yes",11,178,NA,12,0.84
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.75,3928,2022-05-14 09:00:53,"Parrot-Phelan RST","PP RST",1973,"Yes",11,178,NA,12,0.84
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-15 09:00:02,"Parrott-Phelan canal trap box","canal trap box",1974,"Yes",11,169,NA,14,0.72
"Continue trapping","Trap functioning normally","Processed fish",2.85,2.65,3976,2022-05-15 09:30:36,"Parrot-Phelan RST","PP RST",1975,"Yes",11,169,NA,14,0.72
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.7,3996,2022-05-16 10:00:35,"Parrot-Phelan RST","PP RST",1976,"Yes",11,160,NA,14.6,0.83
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-16 08:30:36,"Parrott-Phelan canal trap box","canal trap box",1977,"Yes",11,160,NA,58.3,0.83
"Continue trapping","Trap functioning normally","Processed fish",2.85,2.95,4583,2022-05-17 13:30:24,"Parrot-Phelan RST","PP RST",1978,"Yes",11,163,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-17 13:00:56,"Parrott-Phelan canal trap box","canal trap box",1979,"Yes",11,160,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",2.65,2.2,3321,2022-05-18 09:30:40,"Parrot-Phelan RST","PP RST",1980,"Yes",11,151,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-18 08:45:14,"Parrott-Phelan canal trap box","canal trap box",1981,"Yes",11,151,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-19 09:00:29,"Parrott-Phelan canal trap box","canal trap box",1982,"Yes",11,203,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.75,4084,2022-05-19 09:45:18,"Parrot-Phelan RST","PP RST",1983,"Yes",11,203,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.65,2.65,3927,2022-05-20 09:45:50,"Parrot-Phelan RST","PP RST",1984,"Yes",11,190,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-20 08:45:50,"Parrott-Phelan canal trap box","canal trap box",1985,"Yes",11,190,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-21 08:30:20,"Parrott-Phelan canal trap box","canal trap box",1986,"Yes",11,230,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.55,2.55,3713,2022-05-21 09:30:31,"Parrot-Phelan RST","PP RST",1987,"Yes",11,230,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-22 08:45:06,"Parrott-Phelan canal trap box","canal trap box",1988,"Yes",11,223,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.65,3647,2022-05-22 09:45:16,"Parrot-Phelan RST","PP RST",1989,"Yes",11,227,NA,14,NA
"Unplanned restart","Trap stopped functioning","No fish were caught",0,3.05,NA,2022-05-23 09:30:21,"Parrot-Phelan RST","PP RST",1990,"Yes",11,223,NA,15,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-23 08:45:42,"Parrott-Phelan canal trap box","canal trap box",1991,"Yes",11,223,NA,15,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-24 09:00:53,"Parrott-Phelan canal trap box","canal trap box",1992,"Yes",11,220,NA,15.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.65,3760,2022-05-24 09:30:08,"Parrot-Phelan RST","PP RST",1993,"Yes",11,220,NA,15.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-25 08:30:07,"Parrott-Phelan canal trap box","canal trap box",1994,"Yes",11,234,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.25,2.25,3479,2022-05-25 09:15:28,"Parrot-Phelan RST","PP RST",1995,"Yes",11,237,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2,3487,2022-05-26 09:30:45,"Parrot-Phelan RST","PP RST",1996,"Yes",11,237,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-26 08:45:38,"Parrott-Phelan canal trap box","canal trap box",1997,"Yes",11,230,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-27 08:30:46,"Parrott-Phelan canal trap box","canal trap box",1998,"Yes",11,230,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.55,3555,2022-05-27 09:30:40,"Parrot-Phelan RST","PP RST",1999,"Yes",11,230,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.25,2.4,3464,2022-05-28 10:00:18,"Parrot-Phelan RST","PP RST",2000,"Yes",11,227,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-28 09:00:10,"Parrott-Phelan canal trap box","canal trap box",2001,"Yes",11,227,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-29 09:00:56,"Parrott-Phelan canal trap box","canal trap box",2002,"Yes",11,234,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.45,3336,2022-05-29 09:15:57,"Parrot-Phelan RST","PP RST",2003,"Yes",11,234,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",2.4,2.4,3529,2022-05-30 10:00:34,"Parrot-Phelan RST","PP RST",2004,"Yes",11,230,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-30 09:30:16,"Parrott-Phelan canal trap box","canal trap box",2005,"Yes",11,230,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",2.4,2.4,4340,2022-05-31 09:15:58,"Parrot-Phelan RST","PP RST",2006,"Yes",11,220,NA,15,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-05-31 08:30:19,"Parrott-Phelan canal trap box","canal trap box",2007,"Yes",11,223,NA,15,NA
"Continue trapping","Trap functioning normally","Processed fish",2.25,2.35,3376,2022-06-01 14:45:19,"Parrot-Phelan RST","PP RST",2008,"Yes",11,206,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",2.35,2.55,2747,2022-06-02 09:30:03,"Parrot-Phelan RST","PP RST",2009,"Yes",11,203,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-01 14:15:52,"Parrott-Phelan canal trap box","canal trap box",2010,"Yes",11,206,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-02 09:00:19,"Parrott-Phelan canal trap box","canal trap box",2011,"Yes",11,203,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",2.55,2.75,3799,2022-06-04 09:00:19,"Parrot-Phelan RST","PP RST",2012,"Yes",11,200,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-04 08:30:50,"Parrott-Phelan canal trap box","canal trap box",2013,"Yes",11,197,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.4,2.15,3493,2022-06-03 09:00:19,"Parrot-Phelan RST","PP RST",2014,"Yes",11,197,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.55,2.6,3705,2022-06-05 08:30:51,"Parrot-Phelan RST","PP RST",2015,"Yes",11,252,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-03 11:00:18,"Parrott-Phelan canal trap box","canal trap box",2016,"Yes",11,200,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-05 08:00:20,"Parrott-Phelan canal trap box","canal trap box",2017,"Yes",11,248,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",2.65,2.7,2835,2022-06-06 09:45:31,"Parrot-Phelan RST","PP RST",2018,"Yes",11,241,NA,17,NA
"Continue trapping","Trap functioning but not normally","Processed fish",NA,NA,NA,2022-06-06 09:00:10,"Parrott-Phelan canal trap box","canal trap box",2019,"Yes",11,244,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-07 09:30:18,"Parrott-Phelan canal trap box","canal trap box",2020,"Yes",11,223,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.6,4873,2022-06-07 10:15:30,"Parrot-Phelan RST","PP RST",2021,"Yes",11,223,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.75,2.85,3801,2022-06-08 09:45:43,"Parrot-Phelan RST","PP RST",2022,"Yes",11,200,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-08 09:30:27,"Parrott-Phelan canal trap box","canal trap box",2023,"Yes",11,200,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-09 08:45:56,"Parrott-Phelan canal trap box","canal trap box",2024,"Yes",11,197,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,NA,2022-06-09 11:34:51,"Parrot-Phelan RST","PP RST",2025,"Yes",11,197,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.95,3849,2022-06-10 09:15:45,"Parrot-Phelan RST","PP RST",2026,"Yes",11,197,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-10 08:30:21,"Parrott-Phelan canal trap box","canal trap box",2027,"Yes",11,197,NA,19,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-11 08:30:51,"Parrott-Phelan canal trap box","canal trap box",2028,"Yes",11,190,NA,19.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.9,2.85,NA,2022-06-11 09:15:45,"Parrot-Phelan RST","PP RST",2029,"Yes",11,190,NA,19.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-12 08:30:44,"Parrott-Phelan canal trap box","canal trap box",2030,"Yes",11,187,NA,20.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.6,NA,2022-06-12 08:45:33,"Parrot-Phelan RST","PP RST",2031,"Yes",11,187,NA,20.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.35,2.5,4440,2022-06-13 09:30:30,"Parrot-Phelan RST","PP RST",2032,"Yes",11,305,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-13 08:45:00,"Parrott-Phelan canal trap box","canal trap box",2033,"Yes",11,266,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-14 08:30:26,"Parrott-Phelan canal trap box","canal trap box",2034,"Yes",11,213,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.8,NA,2022-06-14 09:30:36,"Parrot-Phelan RST","PP RST",2035,"Yes",11,206,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.85,2.95,3998,2022-06-15 09:30:23,"Parrot-Phelan RST","PP RST",2036,"Yes",11,190,NA,16.05,1.26
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-15 08:45:26,"Parrott-Phelan canal trap box","canal trap box",2037,"Yes",11,193,NA,16.2,1.02
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-16 08:45:01,"Parrott-Phelan canal trap box","canal trap box",2038,"Yes",11,184,NA,18.5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.55,2.4,4163,2022-06-16 09:00:46,"Parrot-Phelan RST","PP RST",2039,"Yes",11,181,NA,18.5,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-17 09:15:19,"Parrott-Phelan canal trap box","canal trap box",2040,"Yes",11,184,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.6,NA,2022-06-17 09:30:21,"Parrot-Phelan RST","PP RST",2041,"Yes",11,184,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",2.95,2.8,NA,2022-06-18 09:15:52,"Parrot-Phelan RST","PP RST",2042,"Yes",11,206,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2022-06-18 08:30:19,"Parrott-Phelan canal trap box","canal trap box",2043,"Yes",11,210,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.75,2.6,4102,2022-06-19 09:30:37,"Parrot-Phelan RST","PP RST",2044,"Yes",11,206,NA,11,NA
